x,y
-7.705276918404778,-11.778050453505209
-7.615972339834258,-10.719843820209826
-7.610902847711662,-10.889673023622258
-7.075003283196079,-8.9846576558025
-7.067565588829856,-8.548247620850633
-6.961545363406163,-8.558570310880434
-6.8780568826267565,-7.334510240887908
-6.7623686120156155,-10.21056101401522
-6.601915949927296,-7.262873200146507
-6.453220469383135,-7.7486566259839975
-5.978644460703803,-8.819289018438827
-5.903065054728133,-8.432414017532473
-5.839375224879948,-5.894140728266173
-5.73951289841901,-9.205348062572607
-5.534916871791102,-5.497859861836013
-5.292443578223871,-6.5710496213777825
-4.942985891388071,-5.0677787468122
-4.786483000523555,-4.592676207574383
-4.733001828807852,-4.889562809179534
-4.536578711920349,-7.0883755610920876
-4.350028439108801,-5.33718102657264
-4.118194979029674,-7.104561294450673
-4.07409076812395,-4.6599375753357615
-3.7840727039638846,-4.219136223383961
-3.683197118415137,-5.141945801608462
-3.5386703641903736,-6.259206433155656
-3.193600931395851,-4.82003463615075
-3.096316478186992,-5.193313109224681
-2.9770739440653244,-5.580798174747789
-2.8314160644950555,-2.5680836109946727
-2.4374907292338452,-1.9169845377407944
-1.7976926100940016,-2.116010359628328
-1.7120674346586657,-3.2667859030281754
-1.5780037988189424,-0.5189239846063984
-1.26746138338574,-1.031759618319817
-1.2361725168120614,-0.3432886058975195
-0.9960023424221696,-2.338992332632707
-0.9949721596518017,0.22321893947183669
-0.5379995334655074,-1.0294138904467676
-0.07714891962879555,-1.7559266223349097
-0.0593265242607206,1.2003555870463853
-0.03937872687064292,-1.0447363230205866
0.6463201219455446,2.277739559212732
0.7210650661621383,1.005219390829983
0.8538359843640038,2.438334007919399
1.0819093645295048,0.3211283657553361
1.109568088714905,3.0521221396051166
1.178678259766011,3.4990916780991146
1.2423568159089804,2.679330079770441
1.2911098372317227,1.042034345404046
1.316344450117482,3.2597831347296307
1.652221377549706,2.308451665808068
1.8907444847695203,2.524941931726369
2.0419637385841174,4.567461650223268
2.223724712334228,1.6586194216166206
2.2911297470087337,1.7560334004463884
2.292435108299248,5.03915668937837
2.36361864985561,4.871679201743065
2.4143573202184,3.9776151805492144
2.6301856912021417,2.371422213889472
2.82734674770329,5.414869608660437
3.0114633901504497,4.986671577969144
3.075208681584371,2.9037326430330017
3.4926662618508395,5.670000776115862
3.5746884146967197,5.461026860390047
3.625751240892704,6.078600267855242
3.6842252779879754,5.873290587154387
3.7593558202548554,7.430953324401941
3.860417181790714,6.560882770678912
3.9712784055795254,4.077577666927279
4.058210038524024,5.5260276040892045
4.27756761803365,6.2205757849821595
4.283645880082942,7.581004857857556
4.35654277970017,4.641013153414681
4.40832823831877,5.951671088249684
4.516961132312755,7.440274681899429
4.576758286332648,5.133614682495944
4.746441140567519,5.74536138111854
4.77904193148829,7.475909522016115
5.283277738771483,8.094978282555644
5.414586163643431,6.082600766865586
5.417489805164594,9.19360336150432
5.547826157616447,10.027568460690883
5.684201564927122,6.699940412795962
6.180024428486229,9.754927866769613
6.192277567400904,10.51731878447334
6.3230850943030905,10.555814240116815
6.481600514915046,10.72560786497131
6.511455244122203,10.944096246367824
6.576632131255355,9.018583832142825
6.739653011718,9.697594502657294
6.744578549082519,7.8980860188547215
6.950621189091189,10.34573564879885
7.272206958194687,11.298743787396482
7.29013564162458,9.457647881752695
7.306644444791164,9.60782795634264
7.336595251125438,8.94994773743062
7.589938768575763,11.073207770750995
7.65016583197192,12.947686158023654
7.663676367872668,10.718397661652777
